activity,parkCode,states,fullName
Guided Tours,safe,"CO,KS,MO,NM,OK",Santa Fe National Historic Trail
Guided Tours,safr,CA,San Francisco Maritime National Historical Park
Guided Tours,saga,NH,Saint-Gaudens National Historical Park
Guided Tours,sagu,AZ,Saguaro National Park
Guided Tours,sahi,NY,Sagamore Hill National Historic Site
Guided Tours,sair,MA,Saugus Iron Works National Historic Site
Guided Tours,sajh,WA,San Juan Island National Historical Park
Guided Tours,saju,PR,San Juan National Historic Site
Guided Tours,sama,MA,Salem Maritime National Historical Park
Guided Tours,sand,CO,Sand Creek Massacre National Historic Site
Guided Tours,sapa,NY,Saint Paul's Church National Historic Site
Guided Tours,sapu,NM,Salinas Pueblo Missions National Monument
Guided Tours,sara,NY,Saratoga National Historical Park
Guided Tours,scbl,NE,Scotts Bluff National Monument
Guided Tours,seki,CA,Sequoia & Kings Canyon National Parks
Guided Tours,semo,AL,Selma To Montgomery National Historic Trail
Guided Tours,shil,"TN,MS",Shiloh National Military Park
Guided Tours,sitk,AK,Sitka National Historical Park
Guided Tours,slbe,MI,Sleeping Bear Dunes National Lakeshore
Guided Tours,spar,MA,Springfield Armory National Historic Site
Guided Tours,stea,PA,Steamtown National Historic Site
Guided Tours,stge,MO,Ste. Geneviève National Historical Park
Guided Tours,stli,NY,Statue Of Liberty National Monument
Guided Tours,ston,NY,Stonewall National Monument
Guided Tours,stri,TN,Stones River National Battlefield
Guided Tours,stsp,"DC,MD,VA",Star-Spangled Banner National Historic Trail
Guided Tours,sucr,AZ,Sunset Crater Volcano National Monument
Guided Tours,tapr,KS,Tallgrass Prairie National Preserve
Guided Tours,thco,NY,Thomas Cole National Historic Site
Guided Tours,this,DC,Theodore Roosevelt Island
Guided Tours,thje,DC,Thomas Jefferson Memorial
Guided Tours,thko,PA,Thaddeus Kosciuszko National Memorial
Guided Tours,thrb,NY,Theodore Roosevelt Birthplace National Historic Site
Guided Tours,thri,NY,Theodore Roosevelt Inaugural National Historic Site
Guided Tours,thro,ND,Theodore Roosevelt National Park
Guided Tours,thst,MD,Thomas Stone National Historic Site
Guided Tours,tica,UT,Timpanogos Cave National Monument
Guided Tours,timu,FL,Timucuan Ecological & Historic Preserve
Guided Tours,tont,AZ,Tonto National Monument
Guided Tours,tosy,RI,Touro Synagogue National Historic Site
Guided Tours,trte,"AL,AR,GA,IL,KY,MO,NC,OK,TN",Trail Of Tears National Historic Trail
Guided Tours,tuai,AL,Tuskegee Airmen National Historic Site
Guided Tours,tuin,AL,Tuskegee Institute National Historic Site
Guided Tours,tule,CA,Tule Lake National Monument
Guided Tours,tuma,AZ,Tumacácori National Historical Park
Guided Tours,tupe,MS,Tupelo National Battlefield
Guided Tours,tuzi,AZ,Tuzigoot National Monument
Guided Tours,ulsg,MO,Ulysses S Grant National Historic Site
Guided Tours,vafo,PA,Valley Forge National Historical Park
Guided Tours,vall,NM,Valles Caldera National Preserve
Guided Tours,valr,HI,Pearl Harbor National Memorial
Guided Tours,vama,NY,Vanderbilt Mansion National Historic Site
Guided Tours,vick,"MS,LA",Vicksburg National Military Park
Guided Tours,viis,VI,Virgin Islands National Park
Guided Tours,vive,DC,Vietnam Veterans Memorial
Guided Tours,voya,MN,Voyageurs National Park
Guided Tours,waba,OK,Washita Battlefield National Historic Site
Guided Tours,waca,AZ,Walnut Canyon National Monument
Guided Tours,waco,TX,Waco Mammoth National Monument
Guided Tours,wamo,DC,Washington Monument
Guided Tours,wefa,CT,Weir Farm National Historical Park
Guided Tours,whho,DC,The White House and President's Park
Guided Tours,whis,CA,Whiskeytown National Recreation Area
Guided Tours,whmi,WA,Whitman Mission National Historic Site
Guided Tours,whsa,NM,White Sands National Park
Guided Tours,wica,SD,Wind Cave National Park
Guided Tours,wicl,AR,President William Jefferson Clinton Birthplace Home National Historic Site
Guided Tours,wicr,MO,Wilson's Creek National Battlefield
Guided Tours,wiho,OH,William Howard Taft National Historic Site
Guided Tours,wing,WA,Wing Luke Museum Affiliated Area
Guided Tours,wori,NY,Women's Rights National Historical Park
Guided Tours,wotr,VA,Wolf Trap National Park for the Performing Arts
Guided Tours,wrst,AK,Wrangell - St Elias National Park & Preserve
Guided Tours,wupa,AZ,Wupatki National Monument
Guided Tours,wwii,DC,World War II Memorial
Guided Tours,wwim,DC,World War I Memorial
Guided Tours,yell,"ID,MT,WY",Yellowstone National Park
Guided Tours,york,VA,Yorktown Battlefield Part of Colonial National Historical Park
Guided Tours,yose,CA,Yosemite National Park
Guided Tours,yuho,CO,Yucca House National Monument
Guided Tours,zion,UT,Zion National Park
Hands-On,abli,KY,Abraham Lincoln Birthplace National Historical Park
Hands-On,acad,ME,Acadia National Park
Hands-On,alka,HI,Ala Kahakai National Historic Trail
Hands-On,appa,"CT,GA,MA,MD,ME,NC,NH,NJ,NY,PA,TN,VA,VT,WV",Appalachian National Scenic Trail
Hands-On,bith,TX,Big Thicket National Preserve
Hands-On,brca,UT,Bryce Canyon National Park
Hands-On,cajo,"VA,MD,DE,DC,PA,NY",Captain John Smith Chesapeake National Historic Trail
Hands-On,cakr,AK,Cape Krusenstern National Monument
Hands-On,care,UT,Capitol Reef National Park
Hands-On,cham,TX,Chamizal National Memorial
Hands-On,chic,OK,Chickasaw National Recreation Area
Hands-On,chpi,SC,Charles Pinckney National Historic Site
Hands-On,cong,SC,Congaree National Park
Hands-On,crla,OR,Crater Lake National Park
Hands-On,cuva,OH,Cuyahoga Valley National Park
Hands-On,drto,FL,Dry Tortugas National Park
Hands-On,elro,NY,Eleanor Roosevelt National Historic Site
Hands-On,ever,FL,Everglades National Park
Hands-On,fomc,MD,Fort McHenry National Monument and Historic Shrine
Hands-On,fomr,VA,Fort Monroe National Monument
Hands-On,fost,NY,Fort Stanwix National Monument
Hands-On,fosu,SC,Fort Sumter and Fort Moultrie National Historical Park
Hands-On,frst,"DE,PA",First State National Historical Park
Hands-On,gero,IN,George Rogers Clark National Historical Park
Hands-On,glac,MT,Glacier National Park
Hands-On,glca,"AZ,UT",Glen Canyon National Recreation Area
Hands-On,grca,AZ,Grand Canyon National Park
Hands-On,grsa,CO,Great Sand Dunes National Park & Preserve
Hands-On,grsm,"NC,TN",Great Smoky Mountains National Park
Hands-On,guis,"FL,MS",Gulf Islands National Seashore
Hands-On,gwca,MO,George Washington Carver National Monument
Hands-On,hagr,NY,Hamilton Grange National Memorial
Hands-On,hamp,MD,Hampton National Historic Site
Hands-On,hobe,AL,Horseshoe Bend National Military Park
Hands-On,hofr,NY,Home Of Franklin D Roosevelt National Historic Site
Hands-On,hofu,PA,Hopewell Furnace National Historic Site
Hands-On,iatr,WI,Ice Age National Scenic Trail
Hands-On,jela,LA,Jean Lafitte National Historical Park and Preserve
Hands-On,knri,ND,Knife River Indian Villages National Historic Site
Hands-On,kova,AK,Kobuk Valley National Park
Hands-On,laro,WA,Lake Roosevelt National Recreation Area
Hands-On,liho,IL,Lincoln Home National Historic Site
Hands-On,long,MA,Longfellow House Washington's Headquarters National Historic Site
Hands-On,lowe,MA,Lowell National Historical Park
Hands-On,mabi,VT,Marsh - Billings - Rockefeller National Historical Park
Hands-On,maca,KY,Mammoth Cave National Park
Hands-On,mnrr,"SD,NE",Missouri National Recreational River
Hands-On,mora,WA,Mount Rainier National Park
Hands-On,noat,AK,Noatak National Preserve
Hands-On,noca,WA,North Cascades National Park
Hands-On,npnh,NY,National Parks of New York Harbor
Hands-On,npsa,AS,National Park of American Samoa
Hands-On,olym,WA,Olympic National Park
Hands-On,orca,OR,Oregon Caves National Monument & Preserve
Hands-On,oxhi,MD,Oxon Cove  Park & Oxon Hill Farm
Hands-On,pefo,AZ,Petrified Forest National Park
Hands-On,pinn,CA,Pinnacles National Park
Hands-On,piro,MI,Pictured Rocks National Lakeshore
Hands-On,pisp,AZ,Pipe Spring National Monument
Hands-On,prwi,VA,Prince William Forest Park
Hands-On,rira,MI,River Raisin National Battlefield Park
Hands-On,sacn,"WI,MN",Saint Croix National Scenic Riverway
Hands-On,safr,CA,San Francisco Maritime National Historical Park
Hands-On,saga,NH,Saint-Gaudens National Historical Park
Hands-On,sahi,NY,Sagamore Hill National Historic Site
Hands-On,sapa,NY,Saint Paul's Church National Historic Site
Hands-On,seki,CA,Sequoia & Kings Canyon National Parks
Hands-On,semo,AL,Selma To Montgomery National Historic Trail
Hands-On,shen,VA,Shenandoah National Park
Hands-On,sitk,AK,Sitka National Historical Park
Hands-On,stea,PA,Steamtown National Historic Site
Hands-On,stri,TN,Stones River National Battlefield
Hands-On,tapr,KS,Tallgrass Prairie National Preserve
Hands-On,thri,NY,Theodore Roosevelt Inaugural National Historic Site
Hands-On,vama,NY,Vanderbilt Mansion National Historic Site
Hands-On,waba,OK,Washita Battlefield National Historic Site
Hands-On,waco,TX,Waco Mammoth National Monument
Hands-On,wefa,CT,Weir Farm National Historical Park
Hands-On,wori,NY,Women's Rights National Historical Park
Hands-On,wupa,AZ,Wupatki National Monument
Hands-On,yell,"ID,MT,WY",Yellowstone National Park
Hands-On,yose,CA,Yosemite National Park
Hiking,acad,ME,Acadia National Park
Hiking,agfo,NE,Agate Fossil Beds National Monument
Hiking,alka,HI,Ala Kahakai National Historic Trail
Hiking,alpo,PA,Allegheny Portage Railroad National Historic Site
Hiking,amis,TX,Amistad National Recreation Area
Hiking,ania,AK,Aniakchak National Monument & Preserve
Hiking,anti,MD,Antietam National Battlefield
Hiking,apco,VA,Appomattox Court House National Historical Park
Hiking,apis,WI,Apostle Islands National Lakeshore
Hiking,appa,"CT,GA,MA,MD,ME,NC,NH,NJ,NY,PA,TN,VA,VT,WV",Appalachian National Scenic Trail
Hiking,arch,UT,Arches National Park
Hiking,arpo,AR,Arkansas Post National Memorial
Hiking,asis,"MD,VA",Assateague Island National Seashore
Hiking,azru,NM,Aztec Ruins National Monument
Hiking,badl,SD,Badlands National Park
Hiking,band,NM,Bandelier National Monument
Hiking,bela,AK,Bering Land Bridge National Preserve
Hiking,beol,CO,Bent's Old Fort National Historic Site
Hiking,bibe,TX,Big Bend National Park
Hiking,bica,"MT,WY",Bighorn Canyon National Recreation Area
Hiking,bicy,FL,Big Cypress National Preserve
Hiking,biho,MT,Big Hole National Battlefield
Hiking,biso,"KY,TN",Big South Fork National River & Recreation Area
Hiking,bith,TX,Big Thicket National Preserve
Hiking,blca,CO,Black Canyon Of The Gunnison National Park
Hiking,blri,"NC,VA",Blue Ridge Parkway
Hiking,blue,WV,Bluestone National Scenic River
Hiking,boha,MA,Boston Harbor Islands National Recreation Area
Hiking,bowa,VA,Booker T Washington National Monument
Hiking,brca,UT,Bryce Canyon National Park
Hiking,buff,AR,Buffalo National River
Hiking,buis,VI,Buck Island Reef National Monument
Hiking,cabr,CA,Cabrillo National Monument
Hiking,cach,AZ,Canyon de Chelly National Monument
Hiking,caco,MA,Cape Cod National Seashore
Hiking,caha,NC,Cape Hatteras National Seashore
Hiking,cajo,"VA,MD,DE,DC,PA,NY",Captain John Smith Chesapeake National Historic Trail
Hiking,cakr,AK,Cape Krusenstern National Monument
Hiking,cali,"CA,CO,ID,KS,MO,NE,NV,OR,UT,WY",California National Historic Trail
Hiking,cana,FL,Canaveral National Seashore
Hiking,cane,KY,Camp Nelson National Monument
Hiking,cany,UT,Canyonlands National Park
Hiking,care,UT,Capitol Reef National Park
Hiking,cato,MD,Catoctin Mountain Park
Hiking,cave,NM,Carlsbad Caverns National Park
Hiking,cavo,NM,Capulin Volcano National Monument
Hiking,cebr,UT,Cedar Breaks National Monument
Hiking,cham,TX,Chamizal National Memorial
Hiking,chat,GA,Chattahoochee River National Recreation Area
Hiking,chch,"GA,TN",Chickamauga & Chattanooga National Military Park
Hiking,chcu,NM,Chaco Culture National Historical Park
Hiking,chic,OK,Chickasaw National Recreation Area
Hiking,chir,AZ,Chiricahua National Monument
Hiking,chis,CA,Channel Islands National Park
Hiking,choh,"DC,MD,WV",Chesapeake & Ohio Canal National Historical Park
Hiking,chpi,SC,Charles Pinckney National Historic Site
Hiking,ciro,ID,City Of Rocks National Reserve
Hiking,colm,CO,Colorado National Monument
Hiking,cong,SC,Congaree National Park
Hiking,coro,AZ,Coronado National Memorial
Hiking,crla,OR,Crater Lake National Park
Hiking,crmo,ID,Craters Of The Moon National Monument & Preserve
Hiking,cuga,"KY,TN,VA",Cumberland Gap National Historical Park
Hiking,cuis,GA,Cumberland Island National Seashore
Hiking,cure,CO,Curecanti National Recreation Area
Hiking,cuva,OH,Cuyahoga Valley National Park
Hiking,cwdw,"DC,MD,VA",Civil War Defenses of Washington
Hiking,dena,AK,Denali National Park & Preserve
Hiking,depo,CA,Devils Postpile National Monument
Hiking,deto,WY,Devils Tower National Monument
Hiking,deva,"CA,NV",Death Valley National Park
Hiking,dewa,"NJ,PA",Delaware Water Gap National Recreation Area
Hiking,dino,"CO,UT",Dinosaur National Monument
Hiking,ebla,WA,Ebey's Landing National Historical Reserve
Hiking,efmo,IA,Effigy Mounds National Monument
Hiking,elca,"NM,TX",El Camino Real de Tierra Adentro National Historic Trail
Hiking,elma,NM,El Malpais National Monument
Hiking,elmo,NM,El Morro National Monument
Hiking,elro,NY,Eleanor Roosevelt National Historic Site
Hiking,ever,FL,Everglades National Park
Hiking,flfo,CO,Florissant Fossil Beds National Monument
Hiking,flni,PA,Flight 93 National Memorial
Hiking,fobo,AZ,Fort Bowie National Historic Site
Hiking,fobu,WY,Fossil Butte National Monument
Hiking,foda,TX,Fort Davis National Historic Site
Hiking,fodo,"KY,TN",Fort Donelson National Battlefield
Hiking,fofo,MD,Fort Foote Park
Hiking,fofr,GA,Fort Frederica National Monument
Hiking,fomc,MD,Fort McHenry National Monument and Historic Shrine
Hiking,fomr,VA,Fort Monroe National Monument
Hiking,fone,PA,Fort Necessity National Battlefield
Hiking,fopu,GA,Fort Pulaski National Monument
Hiking,fost,NY,Fort Stanwix National Monument
Hiking,frhi,PA,Friendship Hill National Historic Site
Hiking,frsp,VA,Fredericksburg & Spotsylvania National Military Park
Hiking,frst,"DE,PA",First State National Historical Park
Hiking,gaar,AK,Gates Of The Arctic National Park & Preserve
Hiking,gett,PA,Gettysburg National Military Park
Hiking,gewa,VA,George Washington Birthplace National Monument
Hiking,gicl,NM,Gila Cliff Dwellings National Monument
Hiking,glac,MT,Glacier National Park
Hiking,glba,AK,Glacier Bay National Park & Preserve
Hiking,glca,"AZ,UT",Glen Canyon National Recreation Area
Hiking,goga,CA,Golden Gate National Recreation Area
Hiking,gosp,UT,Golden Spike National Historical Park
Hiking,grba,NV,Great Basin National Park
Hiking,grca,AZ,Grand Canyon National Park
Hiking,gree,MD,Greenbelt Park
Hiking,greg,NJ,Great Egg Harbor River
Hiking,grfa,VA,Great Falls Park
Hiking,grko,MT,Grant-Kohrs Ranch National Historic Site
Hiking,grpo,MN,Grand Portage National Monument
Hiking,grsa,CO,Great Sand Dunes National Park & Preserve
Hiking,grsm,"NC,TN",Great Smoky Mountains National Park
Hiking,grte,WY,Grand Teton National Park
Hiking,guis,"FL,MS",Gulf Islands National Seashore
Hiking,gumo,TX,Guadalupe Mountains National Park
Hiking,hafe,"WV,VA,MD",Harpers Ferry National Historical Park
Hiking,hafo,ID,Hagerman Fossil Beds National Monument
Hiking,hale,HI,Haleakalā National Park
Hiking,hamp,MD,Hampton National Historic Site
Hiking,havo,HI,Hawaiʻi Volcanoes National Park
Hiking,heho,IA,Herbert Hoover National Historic Site
Hiking,hobe,AL,Horseshoe Bend National Military Park
Hiking,hofu,PA,Hopewell Furnace National Historic Site
Hiking,home,NE,Homestead National Historical Park
Hiking,hosp,AR,Hot Springs National Park
Hiking,hove,"CO,UT",Hovenweep National Monument
Hiking,iatr,WI,Ice Age National Scenic Trail
Hiking,indu,IN,Indiana Dunes National Park
Hiking,isro,MI,Isle Royale National Park
Hiking,jeca,SD,Jewel Cave National Monument
Hiking,joda,OR,John Day Fossil Beds National Monument
Hiking,jofl,PA,Johnstown Flood National Memorial
Hiking,jomu,CA,John Muir National Historic Site
Hiking,jotr,CA,Joshua Tree National Park
Hiking,juba,"AZ,CA",Juan Bautista de Anza National Historic Trail
Hiking,kaho,HI,Kaloko-Honokōhau National Historical Park
Hiking,katm,AK,Katmai National Park & Preserve
Hiking,kaww,ME,Katahdin Woods and Waters National Monument
Hiking,keaq,DC,Kenilworth Park & Aquatic Gardens
Hiking,kefj,AK,Kenai Fjords National Park
Hiking,kemo,GA,Kennesaw Mountain National Battlefield Park
Hiking,kewe,MI,Keweenaw National Historical Park
Hiking,klgo,AK,Klondike Gold Rush National Historical Park
Hiking,knri,ND,Knife River Indian Villages National Historic Site
Hiking,kova,AK,Kobuk Valley National Park
Hiking,labe,CA,Lava Beds National Monument
Hiking,lacl,AK,Lake Clark National Park & Preserve
Hiking,lake,"AZ,NV",Lake Mead National Recreation Area
Hiking,lamr,TX,Lake Meredith National Recreation Area
Hiking,laro,WA,Lake Roosevelt National Recreation Area
