Month,NonRecreationVisitors,RecreationVisitors,UnitCode,UnitName,Year
12,2200,6266,BADL,Badlands NP,2022
1,2066,10925,BADL,Badlands NP,2023
2,1976,11426,BADL,Badlands NP,2023
3,2486,22390,BADL,Badlands NP,2023
4,3070,30572,BADL,Badlands NP,2023
5,6280,99117,BADL,Badlands NP,2023
6,7780,198393,BADL,Badlands NP,2023
7,8230,248304,BADL,Badlands NP,2023
8,8530,202433,BADL,Badlands NP,2023
9,6806,142610,BADL,Badlands NP,2023
10,4030,53066,BADL,Badlands NP,2023
11,2530,16467,BADL,Badlands NP,2023
12,2200,10697,BADL,Badlands NP,2023
1,2066,8549,BADL,Badlands NP,2024
2,1976,10397,BADL,Badlands NP,2024
3,2486,25776,BADL,Badlands NP,2024
4,3070,37328,BADL,Badlands NP,2024
5,6280,109385,BADL,Badlands NP,2024
6,7780,218729,BADL,Badlands NP,2024
1,0,44672,BISC,Biscayne NP,2007
2,0,34284,BISC,Biscayne NP,2007
3,0,45363,BISC,Biscayne NP,2007
4,0,45652,BISC,Biscayne NP,2007
5,0,40736,BISC,Biscayne NP,2007
6,0,52932,BISC,Biscayne NP,2007
7,0,62126,BISC,Biscayne NP,2007
8,0,52222,BISC,Biscayne NP,2007
9,0,41955,BISC,Biscayne NP,2007
10,0,31017,BISC,Biscayne NP,2007
11,0,32998,BISC,Biscayne NP,2007
12,0,33485,BISC,Biscayne NP,2007
1,0,23086,BISC,Biscayne NP,2008
2,0,38107,BISC,Biscayne NP,2008
3,0,41725,BISC,Biscayne NP,2008
4,0,49551,BISC,Biscayne NP,2008
5,0,55351,BISC,Biscayne NP,2008
6,0,48754,BISC,Biscayne NP,2008
7,0,75299,BISC,Biscayne NP,2008
8,0,45413,BISC,Biscayne NP,2008
9,0,31468,BISC,Biscayne NP,2008
10,0,113151,BISC,Biscayne NP,2008
11,0,96736,BISC,Biscayne NP,2008
12,0,67421,BISC,Biscayne NP,2008
1,0,34397,BISC,Biscayne NP,2009
2,0,24041,BISC,Biscayne NP,2009
3,0,24164,BISC,Biscayne NP,2009
4,0,33513,BISC,Biscayne NP,2009
5,0,55053,BISC,Biscayne NP,2009
6,0,53902,BISC,Biscayne NP,2009
7,0,60824,BISC,Biscayne NP,2009
8,0,46295,BISC,Biscayne NP,2009
9,0,18937,BISC,Biscayne NP,2009
10,0,35030,BISC,Biscayne NP,2009
11,0,26938,BISC,Biscayne NP,2009
12,0,24651,BISC,Biscayne NP,2009
1,0,17535,BISC,Biscayne NP,2010
2,0,18381,BISC,Biscayne NP,2010
3,0,29620,BISC,Biscayne NP,2010
4,0,46593,BISC,Biscayne NP,2010
5,0,60484,BISC,Biscayne NP,2010
6,0,61808,BISC,Biscayne NP,2010
7,0,59771,BISC,Biscayne NP,2010
8,0,54211,BISC,Biscayne NP,2010
9,0,32666,BISC,Biscayne NP,2010
10,0,43032,BISC,Biscayne NP,2010
11,0,23102,BISC,Biscayne NP,2010
12,0,20409,BISC,Biscayne NP,2010
1,0,26961,BISC,Biscayne NP,2011
2,0,29136,BISC,Biscayne NP,2011
3,0,40109,BISC,Biscayne NP,2011
4,0,48625,BISC,Biscayne NP,2011
5,0,57222,BISC,Biscayne NP,2011
6,0,46740,BISC,Biscayne NP,2011
7,0,71509,BISC,Biscayne NP,2011
8,0,48281,BISC,Biscayne NP,2011
9,0,31260,BISC,Biscayne NP,2011
10,0,28514,BISC,Biscayne NP,2011
11,0,21045,BISC,Biscayne NP,2011
12,0,26675,BISC,Biscayne NP,2011
1,0,29877,BISC,Biscayne NP,2012
2,0,28749,BISC,Biscayne NP,2012
3,0,46277,BISC,Biscayne NP,2012
4,0,44910,BISC,Biscayne NP,2012
5,0,53922,BISC,Biscayne NP,2012
6,0,49160,BISC,Biscayne NP,2012
7,0,65594,BISC,Biscayne NP,2012
8,0,46782,BISC,Biscayne NP,2012
9,0,38956,BISC,Biscayne NP,2012
10,0,32782,BISC,Biscayne NP,2012
11,0,28447,BISC,Biscayne NP,2012
12,0,30157,BISC,Biscayne NP,2012
1,0,33790,BISC,Biscayne NP,2013
2,0,29960,BISC,Biscayne NP,2013
3,0,38524,BISC,Biscayne NP,2013
4,0,40016,BISC,Biscayne NP,2013
5,0,54354,BISC,Biscayne NP,2013
6,0,55272,BISC,Biscayne NP,2013
7,0,48572,BISC,Biscayne NP,2013
8,0,61031,BISC,Biscayne NP,2013
9,0,42389,BISC,Biscayne NP,2013
10,0,36185,BISC,Biscayne NP,2013
11,0,22189,BISC,Biscayne NP,2013
12,0,24566,BISC,Biscayne NP,2013
1,0,30437,BISC,Biscayne NP,2014
2,0,41173,BISC,Biscayne NP,2014
3,0,40131,BISC,Biscayne NP,2014
4,0,46774,BISC,Biscayne NP,2014
5,0,49710,BISC,Biscayne NP,2014
6,0,58909,BISC,Biscayne NP,2014
7,0,60348,BISC,Biscayne NP,2014
8,0,62131,BISC,Biscayne NP,2014
9,0,34694,BISC,Biscayne NP,2014
10,0,44810,BISC,Biscayne NP,2014
11,0,23545,BISC,Biscayne NP,2014
12,0,33083,BISC,Biscayne NP,2014
1,0,34409,BISC,Biscayne NP,2015
2,0,29061,BISC,Biscayne NP,2015
3,0,49590,BISC,Biscayne NP,2015
4,0,54897,BISC,Biscayne NP,2015
5,0,57450,BISC,Biscayne NP,2015
6,0,51499,BISC,Biscayne NP,2015
7,0,59061,BISC,Biscayne NP,2015
8,0,53480,BISC,Biscayne NP,2015
9,0,40551,BISC,Biscayne NP,2015
10,0,27634,BISC,Biscayne NP,2015
11,0,25228,BISC,Biscayne NP,2015
12,0,25304,BISC,Biscayne NP,2015
1,0,35755,BISC,Biscayne NP,2016
2,0,30663,BISC,Biscayne NP,2016
3,0,43331,BISC,Biscayne NP,2016
4,0,50964,BISC,Biscayne NP,2016
5,0,61050,BISC,Biscayne NP,2016
6,0,43964,BISC,Biscayne NP,2016
7,0,70830,BISC,Biscayne NP,2016
8,0,46961,BISC,Biscayne NP,2016
9,0,44645,BISC,Biscayne NP,2016
10,0,24114,BISC,Biscayne NP,2016
11,0,33694,BISC,Biscayne NP,2016
12,0,28738,BISC,Biscayne NP,2016
1,0,30661,BISC,Biscayne NP,2017
2,0,34689,BISC,Biscayne NP,2017
3,0,36433,BISC,Biscayne NP,2017
4,0,41287,BISC,Biscayne NP,2017
5,0,55595,BISC,Biscayne NP,2017
6,0,46085,BISC,Biscayne NP,2017
7,0,65142,BISC,Biscayne NP,2017
8,0,41633,BISC,Biscayne NP,2017
9,0,6230,BISC,Biscayne NP,2017
10,0,19456,BISC,Biscayne NP,2017
11,0,34442,BISC,Biscayne NP,2017
12,0,35308,BISC,Biscayne NP,2017
1,0,27638,BISC,Biscayne NP,2018
2,0,32586,BISC,Biscayne NP,2018
3,0,49114,BISC,Biscayne NP,2018
4,0,53080,BISC,Biscayne NP,2018
5,0,22249,BISC,Biscayne NP,2018
6,0,52446,BISC,Biscayne NP,2018
7,0,54859,BISC,Biscayne NP,2018
8,0,46332,BISC,Biscayne NP,2018
9,0,37170,BISC,Biscayne NP,2018
10,0,29135,BISC,Biscayne NP,2018
11,0,29512,BISC,Biscayne NP,2018
12,0,35132,BISC,Biscayne NP,2018
1,0,50873,BISC,Biscayne NP,2019
2,0,59754,BISC,Biscayne NP,2019
3,0,76685,BISC,Biscayne NP,2019
4,0,64172,BISC,Biscayne NP,2019
5,0,79779,BISC,Biscayne NP,2019
6,0,65173,BISC,Biscayne NP,2019
7,0,60239,BISC,Biscayne NP,2019
8,0,46191,BISC,Biscayne NP,2019
9,0,46723,BISC,Biscayne NP,2019
10,0,38582,BISC,Biscayne NP,2019
11,0,59948,BISC,Biscayne NP,2019
12,0,60403,BISC,Biscayne NP,2019
1,0,79041,BISC,Biscayne NP,2020
2,0,91655,BISC,Biscayne NP,2020
3,0,11052,BISC,Biscayne NP,2020
4,0,2358,BISC,Biscayne NP,2020
5,0,43692,BISC,Biscayne NP,2020
6,0,32646,BISC,Biscayne NP,2020
7,0,28770,BISC,Biscayne NP,2020
8,0,34416,BISC,Biscayne NP,2020
9,0,24678,BISC,Biscayne NP,2020
10,0,17526,BISC,Biscayne NP,2020
11,0,16320,BISC,Biscayne NP,2020
12,0,20616,BISC,Biscayne NP,2020
1,0,59970,BISC,Biscayne NP,2021
2,0,56112,BISC,Biscayne NP,2021
3,0,70526,BISC,Biscayne NP,2021
4,0,63980,BISC,Biscayne NP,2021
5,0,79373,BISC,Biscayne NP,2021
6,0,55866,BISC,Biscayne NP,2021
7,0,51016,BISC,Biscayne NP,2021
8,0,46213,BISC,Biscayne NP,2021
9,0,56434,BISC,Biscayne NP,2021
10,0,41834,BISC,Biscayne NP,2021
11,0,54005,BISC,Biscayne NP,2021
12,0,70326,BISC,Biscayne NP,2021
1,0,55096,BISC,Biscayne NP,2022
2,0,62829,BISC,Biscayne NP,2022
3,0,64243,BISC,Biscayne NP,2022
4,0,63574,BISC,Biscayne NP,2022
5,0,70048,BISC,Biscayne NP,2022
6,0,54233,BISC,Biscayne NP,2022
7,0,68066,BISC,Biscayne NP,2022
8,0,52652,BISC,Biscayne NP,2022
9,0,45857,BISC,Biscayne NP,2022
10,0,44757,BISC,Biscayne NP,2022
11,0,54538,BISC,Biscayne NP,2022
12,0,65130,BISC,Biscayne NP,2022
1,0,48536,BISC,Biscayne NP,2023
2,0,53636,BISC,Biscayne NP,2023
3,0,61580,BISC,Biscayne NP,2023
4,0,61781,BISC,Biscayne NP,2023
5,0,53570,BISC,Biscayne NP,2023
6,0,46952,BISC,Biscayne NP,2023
7,0,66638,BISC,Biscayne NP,2023
8,0,41872,BISC,Biscayne NP,2023
9,0,47306,BISC,Biscayne NP,2023
10,0,32702,BISC,Biscayne NP,2023
11,0,27289,BISC,Biscayne NP,2023
12,0,29380,BISC,Biscayne NP,2023
1,0,31701,BISC,Biscayne NP,2024
2,0,37428,BISC,Biscayne NP,2024
3,0,46810,BISC,Biscayne NP,2024
4,0,41856,BISC,Biscayne NP,2024
5,0,51610,BISC,Biscayne NP,2024
6,0,47208,BISC,Biscayne NP,2024
1,0,27516,BISO,Big South Fork NRRA,2007
2,0,23072,BISO,Big South Fork NRRA,2007
3,0,39191,BISO,Big South Fork NRRA,2007
4,0,57652,BISO,Big South Fork NRRA,2007
5,0,70257,BISO,Big South Fork NRRA,2007
6,0,70769,BISO,Big South Fork NRRA,2007
7,0,63399,BISO,Big South Fork NRRA,2007
8,0,58359,BISO,Big South Fork NRRA,2007
9,0,60673,BISO,Big South Fork NRRA,2007
10,0,67812,BISO,Big South Fork NRRA,2007
11,0,47930,BISO,Big South Fork NRRA,2007
12,0,40121,BISO,Big South Fork NRRA,2007
1,0,30279,BISO,Big South Fork NRRA,2008
2,0,32268,BISO,Big South Fork NRRA,2008
3,0,41665,BISO,Big South Fork NRRA,2008
4,0,56404,BISO,Big South Fork NRRA,2008
5,0,87559,BISO,Big South Fork NRRA,2008
6,0,66137,BISO,Big South Fork NRRA,2008
7,0,71448,BISO,Big South Fork NRRA,2008
8,0,64671,BISO,Big South Fork NRRA,2008
9,0,64482,BISO,Big South Fork NRRA,2008
10,0,76604,BISO,Big South Fork NRRA,2008
11,0,50000,BISO,Big South Fork NRRA,2008
12,0,34411,BISO,Big South Fork NRRA,2008
1,0,31504,BISO,Big South Fork NRRA,2009
2,0,35154,BISO,Big South Fork NRRA,2009
3,0,39108,BISO,Big South Fork NRRA,2009
4,0,55748,BISO,Big South Fork NRRA,2009
5,0,102535,BISO,Big South Fork NRRA,2009
6,0,79873,BISO,Big South Fork NRRA,2009
7,0,58333,BISO,Big South Fork NRRA,2009
8,0,54835,BISO,Big South Fork NRRA,2009
9,0,67474,BISO,Big South Fork NRRA,2009
10,0,69108,BISO,Big South Fork NRRA,2009
11,0,53425,BISO,Big South Fork NRRA,2009
12,0,39650,BISO,Big South Fork NRRA,2009
1,0,38335,BISO,Big South Fork NRRA,2010
2,0,29225,BISO,Big South Fork NRRA,2010
3,0,36415,BISO,Big South Fork NRRA,2010
4,0,57916,BISO,Big South Fork NRRA,2010
5,0,75782,BISO,Big South Fork NRRA,2010
6,0,61759,BISO,Big South Fork NRRA,2010
7,0,66111,BISO,Big South Fork NRRA,2010
8,0,61512,BISO,Big South Fork NRRA,2010
9,0,68260,BISO,Big South Fork NRRA,2010
10,0,91167,BISO,Big South Fork NRRA,2010
11,0,45564,BISO,Big South Fork NRRA,2010
12,0,24328,BISO,Big South Fork NRRA,2010
1,0,23774,BISO,Big South Fork NRRA,2011
2,0,26757,BISO,Big South Fork NRRA,2011
3,0,38710,BISO,Big South Fork NRRA,2011
4,0,45737,BISO,Big South Fork NRRA,2011
5,0,55149,BISO,Big South Fork NRRA,2011
6,0,70302,BISO,Big South Fork NRRA,2011
7,0,61756,BISO,Big South Fork NRRA,2011
8,0,61847,BISO,Big South Fork NRRA,2011
9,0,65682,BISO,Big South Fork NRRA,2011
10,0,73549,BISO,Big South Fork NRRA,2011
11,0,50922,BISO,Big South Fork NRRA,2011
12,0,32394,BISO,Big South Fork NRRA,2011
1,0,40391,BISO,Big South Fork NRRA,2012
2,0,28813,BISO,Big South Fork NRRA,2012
3,0,33207,BISO,Big South Fork NRRA,2012
4,0,60679,BISO,Big South Fork NRRA,2012
5,0,64319,BISO,Big South Fork NRRA,2012
6,0,56953,BISO,Big South Fork NRRA,2012
7,0,60085,BISO,Big South Fork NRRA,2012
8,0,41468,BISO,Big South Fork NRRA,2012
9,0,59370,BISO,Big South Fork NRRA,2012
10,0,67960,BISO,Big South Fork NRRA,2012
11,0,49761,BISO,Big South Fork NRRA,2012
12,0,37155,BISO,Big South Fork NRRA,2012
1,0,22561,BISO,Big South Fork NRRA,2013
2,0,36709,BISO,Big South Fork NRRA,2013
3,0,28100,BISO,Big South Fork NRRA,2013
4,0,51542,BISO,Big South Fork NRRA,2013
5,0,60999,BISO,Big South Fork NRRA,2013
6,0,60902,BISO,Big South Fork NRRA,2013
7,0,62678,BISO,Big South Fork NRRA,2013
8,0,46766,BISO,Big South Fork NRRA,2013
9,0,59605,BISO,Big South Fork NRRA,2013
10,0,57121,BISO,Big South Fork NRRA,2013
11,0,45371,BISO,Big South Fork NRRA,2013
12,0,32709,BISO,Big South Fork NRRA,2013
1,0,21485,BISO,Big South Fork NRRA,2014
2,0,32785,BISO,Big South Fork NRRA,2014
3,0,30888,BISO,Big South Fork NRRA,2014
4,0,56651,BISO,Big South Fork NRRA,2014
5,0,66952,BISO,Big South Fork NRRA,2014
6,0,57575,BISO,Big South Fork NRRA,2014
7,0,76270,BISO,Big South Fork NRRA,2014
8,0,54661,BISO,Big South Fork NRRA,2014
9,0,58135,BISO,Big South Fork NRRA,2014
10,0,60437,BISO,Big South Fork NRRA,2014
11,0,42976,BISO,Big South Fork NRRA,2014
12,0,41091,BISO,Big South Fork NRRA,2014
1,0,38700,BISO,Big South Fork NRRA,2015
2,0,12965,BISO,Big South Fork NRRA,2015
3,0,35906,BISO,Big South Fork NRRA,2015
4,0,55464,BISO,Big South Fork NRRA,2015
5,0,69955,BISO,Big South Fork NRRA,2015
6,0,90320,BISO,Big South Fork NRRA,2015
7,0,59316,BISO,Big South Fork NRRA,2015
8,0,63676,BISO,Big South Fork NRRA,2015
9,0,72834,BISO,Big South Fork NRRA,2015
10,0,57040,BISO,Big South Fork NRRA,2015
11,0,43492,BISO,Big South Fork NRRA,2015
12,0,43467,BISO,Big South Fork NRRA,2015
1,0,22228,BISO,Big South Fork NRRA,2016
2,0,23051,BISO,Big South Fork NRRA,2016
3,0,41502,BISO,Big South Fork NRRA,2016
4,0,67014,BISO,Big South Fork NRRA,2016
5,0,83715,BISO,Big South Fork NRRA,2016
6,0,66823,BISO,Big South Fork NRRA,2016
7,0,54577,BISO,Big South Fork NRRA,2016
8,0,56856,BISO,Big South Fork NRRA,2016
9,0,92128,BISO,Big South Fork NRRA,2016
10,0,78530,BISO,Big South Fork NRRA,2016
11,0,57204,BISO,Big South Fork NRRA,2016
12,0,41087,BISO,Big South Fork NRRA,2016
1,0,24920,BISO,Big South Fork NRRA,2017
2,0,35006,BISO,Big South Fork NRRA,2017
3,0,56083,BISO,Big South Fork NRRA,2017
4,0,84737,BISO,Big South Fork NRRA,2017
5,0,71309,BISO,Big South Fork NRRA,2017
6,0,83568,BISO,Big South Fork NRRA,2017
7,0,86812,BISO,Big South Fork NRRA,2017
8,0,76227,BISO,Big South Fork NRRA,2017
9,0,67211,BISO,Big South Fork NRRA,2017
10,0,80220,BISO,Big South Fork NRRA,2017
11,0,50664,BISO,Big South Fork NRRA,2017
12,0,44443,BISO,Big South Fork NRRA,2017
1,0,24956,BISO,Big South Fork NRRA,2018
2,0,44368,BISO,Big South Fork NRRA,2018
3,0,63720,BISO,Big South Fork NRRA,2018
4,0,68912,BISO,Big South Fork NRRA,2018
5,0,81649,BISO,Big South Fork NRRA,2018
6,0,93029,BISO,Big South Fork NRRA,2018
7,0,84495,BISO,Big South Fork NRRA,2018
8,0,53724,BISO,Big South Fork NRRA,2018
9,0,71892,BISO,Big South Fork NRRA,2018
10,0,90033,BISO,Big South Fork NRRA,2018
11,0,41918,BISO,Big South Fork NRRA,2018
12,0,42210,BISO,Big South Fork NRRA,2018
1,0,34256,BISO,Big South Fork NRRA,2019
2,0,42159,BISO,Big South Fork NRRA,2019
3,0,41577,BISO,Big South Fork NRRA,2019
4,0,61262,BISO,Big South Fork NRRA,2019
5,0,95441,BISO,Big South Fork NRRA,2019
6,0,87592,BISO,Big South Fork NRRA,2019
7,0,66724,BISO,Big South Fork NRRA,2019
8,0,72051,BISO,Big South Fork NRRA,2019
9,0,80407,BISO,Big South Fork NRRA,2019
10,0,75688,BISO,Big South Fork NRRA,2019
11,0,55058,BISO,Big South Fork NRRA,2019
12,0,38279,BISO,Big South Fork NRRA,2019
1,0,38179,BISO,Big South Fork NRRA,2020
2,0,55721,BISO,Big South Fork NRRA,2020
3,0,46589,BISO,Big South Fork NRRA,2020
4,0,43072,BISO,Big South Fork NRRA,2020
5,0,59632,BISO,Big South Fork NRRA,2020
6,0,82713,BISO,Big South Fork NRRA,2020
7,0,106576,BISO,Big South Fork NRRA,2020
8,0,80783,BISO,Big South Fork NRRA,2020
9,0,82598,BISO,Big South Fork NRRA,2020
10,0,63208,BISO,Big South Fork NRRA,2020
11,0,67568,BISO,Big South Fork NRRA,2020
12,0,45986,BISO,Big South Fork NRRA,2020
1,0,48647,BISO,Big South Fork NRRA,2021
2,0,31567,BISO,Big South Fork NRRA,2021
3,0,52026,BISO,Big South Fork NRRA,2021
4,0,82415,BISO,Big South Fork NRRA,2021
5,0,73004,BISO,Big South Fork NRRA,2021
6,0,89395,BISO,Big South Fork NRRA,2021
7,0,85849,BISO,Big South Fork NRRA,2021
8,0,65676,BISO,Big South Fork NRRA,2021
9,0,90540,BISO,Big South Fork NRRA,2021
10,0,79562,BISO,Big South Fork NRRA,2021
11,0,76675,BISO,Big South Fork NRRA,2021
12,0,59368,BISO,Big South Fork NRRA,2021
1,0,29466,BISO,Big South Fork NRRA,2022
2,0,42167,BISO,Big South Fork NRRA,2022
3,0,63779,BISO,Big South Fork NRRA,2022
4,0,80793,BISO,Big South Fork NRRA,2022
5,0,76874,BISO,Big South Fork NRRA,2022
6,0,94857,BISO,Big South Fork NRRA,2022
7,0,70634,BISO,Big South Fork NRRA,2022
8,0,66839,BISO,Big South Fork NRRA,2022
9,0,76449,BISO,Big South Fork NRRA,2022
10,0,91465,BISO,Big South Fork NRRA,2022
11,0,53721,BISO,Big South Fork NRRA,2022
12,0,50682,BISO,Big South Fork NRRA,2022
1,0,32118,BISO,Big South Fork NRRA,2023
2,0,44018,BISO,Big South Fork NRRA,2023
3,0,44626,BISO,Big South Fork NRRA,2023
4,0,60602,BISO,Big South Fork NRRA,2023
5,0,83797,BISO,Big South Fork NRRA,2023
6,0,76958,BISO,Big South Fork NRRA,2023
7,0,75148,BISO,Big South Fork NRRA,2023
8,0,72272,BISO,Big South Fork NRRA,2023
9,0,82081,BISO,Big South Fork NRRA,2023
10,0,90117,BISO,Big South Fork NRRA,2023
11,0,56495,BISO,Big South Fork NRRA,2023
12,0,47768,BISO,Big South Fork NRRA,2023
1,0,35174,BISO,Big South Fork NRRA,2024
2,0,38715,BISO,Big South Fork NRRA,2024
3,0,49968,BISO,Big South Fork NRRA,2024
4,0,66425,BISO,Big South Fork NRRA,2024
5,0,77008,BISO,Big South Fork NRRA,2024
6,0,74437,BISO,Big South Fork NRRA,2024
1,0,4871,BITH,Big Thicket NPRES,2007
2,0,3383,BITH,Big Thicket NPRES,2007
3,0,4345,BITH,Big Thicket NPRES,2007
4,0,5338,BITH,Big Thicket NPRES,2007
5,0,7528,BITH,Big Thicket NPRES,2007
6,0,8822,BITH,Big Thicket NPRES,2007
7,0,10264,BITH,Big Thicket NPRES,2007
8,0,10004,BITH,Big Thicket NPRES,2007
9,0,8453,BITH,Big Thicket NPRES,2007
10,0,11209,BITH,Big Thicket NPRES,2007
11,0,11115,BITH,Big Thicket NPRES,2007
12,0,9953,BITH,Big Thicket NPRES,2007
1,0,4972,BITH,Big Thicket NPRES,2008
2,0,3301,BITH,Big Thicket NPRES,2008
3,0,4254,BITH,Big Thicket NPRES,2008
4,0,5093,BITH,Big Thicket NPRES,2008
5,0,7399,BITH,Big Thicket NPRES,2008
6,0,8391,BITH,Big Thicket NPRES,2008
7,0,9824,BITH,Big Thicket NPRES,2008
8,0,10998,BITH,Big Thicket NPRES,2008
9,0,7994,BITH,Big Thicket NPRES,2008
10,0,11172,BITH,Big Thicket NPRES,2008
11,0,10811,BITH,Big Thicket NPRES,2008
12,0,9425,BITH,Big Thicket NPRES,2008
1,0,4842,BITH,Big Thicket NPRES,2009
2,0,3359,BITH,Big Thicket NPRES,2009
3,0,4485,BITH,Big Thicket NPRES,2009
4,0,5569,BITH,Big Thicket NPRES,2009
5,0,7486,BITH,Big Thicket NPRES,2009
6,0,8679,BITH,Big Thicket NPRES,2009
7,0,11822,BITH,Big Thicket NPRES,2009
8,0,13315,BITH,Big Thicket NPRES,2009
9,0,8511,BITH,Big Thicket NPRES,2009
10,0,11352,BITH,Big Thicket NPRES,2009
11,0,10880,BITH,Big Thicket NPRES,2009
12,0,10209,BITH,Big Thicket NPRES,2009
1,0,4765,BITH,Big Thicket NPRES,2010
2,0,4828,BITH,Big Thicket NPRES,2010
3,0,8270,BITH,Big Thicket NPRES,2010
4,0,13846,BITH,Big Thicket NPRES,2010
5,0,16279,BITH,Big Thicket NPRES,2010
6,0,18970,BITH,Big Thicket NPRES,2010
7,0,15838,BITH,Big Thicket NPRES,2010
8,0,13743,BITH,Big Thicket NPRES,2010
9,0,11092,BITH,Big Thicket NPRES,2010
10,0,11482,BITH,Big Thicket NPRES,2010
11,0,11389,BITH,Big Thicket NPRES,2010
12,0,9987,BITH,Big Thicket NPRES,2010
1,0,5106,BITH,Big Thicket NPRES,2011
2,0,5203,BITH,Big Thicket NPRES,2011
3,0,7274,BITH,Big Thicket NPRES,2011
4,0,9446,BITH,Big Thicket NPRES,2011
5,0,18641,BITH,Big Thicket NPRES,2011
6,0,15127,BITH,Big Thicket NPRES,2011
7,0,16191,BITH,Big Thicket NPRES,2011
8,0,12859,BITH,Big Thicket NPRES,2011
9,0,9592,BITH,Big Thicket NPRES,2011
10,0,11771,BITH,Big Thicket NPRES,2011
11,0,17437,BITH,Big Thicket NPRES,2011
12,0,9075,BITH,Big Thicket NPRES,2011
1,0,4735,BITH,Big Thicket NPRES,2012
2,0,4981,BITH,Big Thicket NPRES,2012
3,0,5193,BITH,Big Thicket NPRES,2012
4,0,17749,BITH,Big Thicket NPRES,2012
5,0,15974,BITH,Big Thicket NPRES,2012
6,0,12277,BITH,Big Thicket NPRES,2012
7,0,15051,BITH,Big Thicket NPRES,2012
8,0,13884,BITH,Big Thicket NPRES,2012
9,0,11255,BITH,Big Thicket NPRES,2012
10,0,13815,BITH,Big Thicket NPRES,2012
11,0,10817,BITH,Big Thicket NPRES,2012
12,0,9531,BITH,Big Thicket NPRES,2012
1,0,4180,BITH,Big Thicket NPRES,2013
2,0,3846,BITH,Big Thicket NPRES,2013
3,0,6110,BITH,Big Thicket NPRES,2013
4,0,8090,BITH,Big Thicket NPRES,2013
5,0,14510,BITH,Big Thicket NPRES,2013
6,0,15845,BITH,Big Thicket NPRES,2013
7,0,14386,BITH,Big Thicket NPRES,2013
8,0,12706,BITH,Big Thicket NPRES,2013
9,0,12335,BITH,Big Thicket NPRES,2013
10,0,8594,BITH,Big Thicket NPRES,2013
11,0,10637,BITH,Big Thicket NPRES,2013
12,0,8869,BITH,Big Thicket NPRES,2013
1,0,5079,BITH,Big Thicket NPRES,2014
2,0,3675,BITH,Big Thicket NPRES,2014
3,0,5617,BITH,Big Thicket NPRES,2014
4,0,8590,BITH,Big Thicket NPRES,2014
5,0,9190,BITH,Big Thicket NPRES,2014
6,0,8902,BITH,Big Thicket NPRES,2014
7,0,13059,BITH,Big Thicket NPRES,2014
8,0,12820,BITH,Big Thicket NPRES,2014
9,0,12509,BITH,Big Thicket NPRES,2014
10,0,13183,BITH,Big Thicket NPRES,2014
11,0,9685,BITH,Big Thicket NPRES,2014
12,0,7647,BITH,Big Thicket NPRES,2014
1,0,4792,BITH,Big Thicket NPRES,2015
2,0,4162,BITH,Big Thicket NPRES,2015
3,0,6018,BITH,Big Thicket NPRES,2015
4,0,7726,BITH,Big Thicket NPRES,2015
5,0,11378,BITH,Big Thicket NPRES,2015
6,0,9900,BITH,Big Thicket NPRES,2015
7,0,17151,BITH,Big Thicket NPRES,2015
8,0,15580,BITH,Big Thicket NPRES,2015
9,0,14675,BITH,Big Thicket NPRES,2015
10,0,12580,BITH,Big Thicket NPRES,2015
11,0,13121,BITH,Big Thicket NPRES,2015
12,0,8749,BITH,Big Thicket NPRES,2015
1,0,11216,BITH,Big Thicket NPRES,2016
2,0,13842,BITH,Big Thicket NPRES,2016
3,0,11717,BITH,Big Thicket NPRES,2016
4,0,11192,BITH,Big Thicket NPRES,2016
5,0,14475,BITH,Big Thicket NPRES,2016
6,0,12542,BITH,Big Thicket NPRES,2016
7,0,20224,BITH,Big Thicket NPRES,2016
8,0,18544,BITH,Big Thicket NPRES,2016
9,0,18272,BITH,Big Thicket NPRES,2016
10,0,24688,BITH,Big Thicket NPRES,2016
11,0,20829,BITH,Big Thicket NPRES,2016
12,0,15268,BITH,Big Thicket NPRES,2016
1,0,12986,BITH,Big Thicket NPRES,2017
2,0,12506,BITH,Big Thicket NPRES,2017
3,0,11314,BITH,Big Thicket NPRES,2017
4,0,11698,BITH,Big Thicket NPRES,2017
5,0,14247,BITH,Big Thicket NPRES,2017
6,0,12556,BITH,Big Thicket NPRES,2017
7,0,15392,BITH,Big Thicket NPRES,2017
8,0,15024,BITH,Big Thicket NPRES,2017
9,0,11981,BITH,Big Thicket NPRES,2017
10,0,18379,BITH,Big Thicket NPRES,2017
11,0,18008,BITH,Big Thicket NPRES,2017
12,0,16558,BITH,Big Thicket NPRES,2017
1,0,11716,BITH,Big Thicket NPRES,2018
2,0,7714,BITH,Big Thicket NPRES,2018
3,0,16616,BITH,Big Thicket NPRES,2018
4,0,15860,BITH,Big Thicket NPRES,2018
5,0,23054,BITH,Big Thicket NPRES,2018
6,0,23344,BITH,Big Thicket NPRES,2018
7,0,24821,BITH,Big Thicket NPRES,2018
8,0,25615,BITH,Big Thicket NPRES,2018
9,0,18224,BITH,Big Thicket NPRES,2018
10,0,21434,BITH,Big Thicket NPRES,2018
11,0,20160,BITH,Big Thicket NPRES,2018
12,0,12956,BITH,Big Thicket NPRES,2018
1,0,9372,BITH,Big Thicket NPRES,2019
2,0,14046,BITH,Big Thicket NPRES,2019
3,0,14859,BITH,Big Thicket NPRES,2019
